,Unnamed: 0,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding,LargestPropertyUseTypeGFA,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseTypeGFA,building_age,prop_type_1,prop_type_2,prop_type_3,prop_type_4,prop_type_5,prop_type_6,prop_type_7,PrimaryPropertyType_0,PrimaryPropertyType_1,PrimaryPropertyType_2,PrimaryPropertyType_3,PrimaryPropertyType_4,Neighborhood_0,Neighborhood_1,Neighborhood_2,Neighborhood_3,LargestPropertyUseType_0,LargestPropertyUseType_1,LargestPropertyUseType_2,LargestPropertyUseType_3,LargestPropertyUseType_4,LargestPropertyUseType_5,SecondLargestPropertyUseType_0,SecondLargestPropertyUseType_1,SecondLargestPropertyUseType_2,SecondLargestPropertyUseType_3,SecondLargestPropertyUseType_4,SecondLargestPropertyUseType_5,ThirdLargestPropertyUseType_0,ThirdLargestPropertyUseType_1,ThirdLargestPropertyUseType_2,ThirdLargestPropertyUseType_3,ThirdLargestPropertyUseType_4,ThirdLargestPropertyUseType_5,electricity_binary,natural_gas_binary,steam_binary,ENERGYSTARScore,TotalGHGEmissions,SiteEnergyUse(kBtu)
607,607,1,3,28700,0,28700,28700.0,0.0,0.0,91,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,46.0,6.18,887017.125
608,608,1,3,22542,0,22542,22542.0,0.0,0.0,92,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,95.0,15.97,659368.625
609,609,1,4,24680,0,24680,24680.0,0.0,0.0,93,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,88.0,21.97,803533.3125
610,610,1,8,63837,0,63837,60799.0,1276.0,976.0,88,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,1,1,0,75.0,63.68,2568377.75
611,611,1,2,47992,0,47992,37800.0,10206.0,0.0,90,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,17.0,118.37,3040195.5
612,612,1,3,22320,0,22320,14206.0,7006.0,0.0,100,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,82.0,59.61,1646088.5
613,613,1,3,28572,0,28572,22000.0,7000.0,0.0,23,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,16.0,89.57,2717863.25
614,614,1,4,26639,0,26639,26639.0,0.0,0.0,52,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,84.0,4.96,711594.0
615,615,1,4,34735,0,34735,27671.0,0.0,0.0,53,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,76.0,5.46,783355.125
616,616,1,4,25568,0,25568,20159.0,0.0,0.0,53,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,89.0,4.92,705948.3125
617,617,1,3,25904,0,25904,25904.0,0.0,0.0,89,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,89.0,26.21,945745.6875
618,618,1,3,24548,0,24548,24548.0,0.0,0.0,75,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,85.0,5.66,811907.625
619,619,1,9,71827,0,71827,53480.0,10000.0,0.0,46,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,77.0,13.14,1884194.625
620,620,1,6,145350,0,145350,141650.0,3700.0,0.0,8,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,75.0,39.49,3897250.25
621,621,1,7,169931,0,169931,114503.0,0.0,0.0,12,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,83.0,21.55,3091348.25
622,622,1,6,69452,0,69452,69452.0,43332.0,0.0,18,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,89.0,51.28,2885740.5
623,623,1,6,47791,0,47791,47791.0,26136.0,0.0,17,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,100.0,7.98,1144018.25
624,624,1,4,29683,0,29683,29683.0,0.0,0.0,47,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,53.0,8.64,957419.6875
625,625,1,8,40791,0,40791,42077.0,17566.0,2240.0,13,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,75.0,43.57,1731455.75
626,626,1,5,56319,0,56319,56319.0,0.0,0.0,45,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,49.0,52.09,2681050.5
627,627,1,4,30948,0,30948,30948.0,0.0,0.0,41,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,91.0,4.35,623322.3125
628,628,1,4,39319,0,39319,30786.0,0.0,0.0,28,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,68.0,6.61,948224.625
629,629,1,4,41443,0,41443,41443.0,0.0,0.0,32,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,12.0,11.18,1604129.75
630,630,1,3,130680,0,130680,130709.0,0.0,0.0,41,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,7.0,24.51,3515821.0
631,631,0,15,115775,31535,84240,150000.0,25000.0,0.0,34,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,94.0,20.09,2882489.75
632,632,1,2,31386,0,31386,30000.0,0.0,0.0,16,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,52.0,27.14,1128179.125
633,633,5,3,21500,0,21500,96154.0,0.0,0.0,27,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,44.0,202.65,6689184.0
634,634,1,5,140778,0,140778,96578.0,44200.0,0.0,27,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,81.0,19.76,2834238.5
635,635,4,4,30834,0,30834,28876.0,0.0,0.0,55,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,97.0,4.23,606111.0
636,636,1,5,21536,0,21536,21536.0,0.0,0.0,14,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,75.0,3.24,464720.5938
637,637,2,4,47873,0,47873,47873.0,0.0,0.0,28,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,32.0,7.08,1016146.875
638,638,1,4,39581,0,39581,39581.0,0.0,0.0,31,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,86.0,5.95,853314.5
639,639,1,4,23177,0,23177,21787.0,0.0,0.0,27,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,75.0,3.41,488515.4063
640,640,1,5,54360,0,54360,45319.0,0.0,0.0,25,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,77.0,10.77,1544388.5
641,641,1,2,84116,26497,57619,55000.0,0.0,0.0,4,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,68.0,20.08,2641681.75
642,642,1,9,104000,0,104000,96000.0,8000.0,0.0,91,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,8.0,355.8,8690648.0
643,643,1,3,78374,0,78374,58665.0,0.0,0.0,35,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,98.0,23.15,3321035.75
644,644,1,4,121037,0,121037,81732.0,39305.0,0.0,24,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,84.0,16.67,2391566.25
645,645,1,2,38784,0,38784,16826.0,16826.0,0.0,9,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,75.0,26.11,1841154.25
646,646,1,4,26568,0,26568,26568.0,5000.0,0.0,32,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,98.0,4.04,578854.125
647,647,1,6,182494,0,182494,165553.0,14373.0,0.0,9,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,94.0,131.87,5249190.0
648,648,1,6,113462,0,113462,113462.0,0.0,0.0,9,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,97.0,15.11,2167888.25
649,649,1,2,41790,0,41790,21790.0,20000.0,0.0,47,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,75.0,33.37,2177075.0
650,650,1,5,39960,0,39960,37120.0,2840.0,0.0,116,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,77.0,49.98,2178690.5
651,651,1,5,33300,0,33300,24000.0,6000.0,0.0,116,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,75.0,0.63,90558.70313
652,652,1,11,36240,0,36240,36240.0,0.0,0.0,90,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,98.0,120.91,2147968.25
653,653,1,3,39320,6960,32360,39320.0,0.0,0.0,94,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,75.0,145.48,3042875.5
654,654,1,5,41452,0,41452,41452.0,0.0,0.0,109,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,99.0,63.41,1606981.25
655,655,1,5,41536,0,41536,41536.0,0.0,0.0,108,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,75.0,19.07,2735166.0
656,656,0,3,45320,0,45320,45320.0,0.0,0.0,100,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,57.0,122.59,3300549.25
657,657,1,6,35820,0,35820,35820.0,0.0,0.0,107,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,94.0,130.58,3321603.0
658,658,1,4,42984,0,42984,32063.0,7400.0,1005.0,13,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,75.0,15.9,1249939.25
659,659,1,2,33462,0,33462,57896.0,0.0,0.0,94,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,76.0,185.23,3987215.5
660,660,1,3,49744,0,49744,49744.0,0.0,0.0,51,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,98.0,89.29,2096835.5
661,661,1,2,37816,0,37816,19407.0,18701.0,0.0,93,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,60.0,43.45,1411305.5
662,662,0,2,23315,0,23315,7758.0,6919.0,1976.0,90,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,75.0,35.04,1354000.625
663,663,1,2,20700,0,20700,6900.0,6900.0,4323.0,86,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,75.0,188.67,4265815.0
664,664,1,9,82876,18274,64602,64602.0,18274.0,0.0,37,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,81.0,71.55,3093583.0
665,665,1,1,41521,13124,28397,26241.0,13124.0,2574.0,68,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,75.0,100.21,3343550.0
666,666,1,2,25762,0,25762,25762.0,0.0,0.0,70,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,100.0,13.29,1906384.875
667,667,1,7,213016,0,213016,127364.0,2.0,0.0,6,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,99.0,128.91,5149928.5
668,668,1,1,33334,0,33334,50000.0,0.0,0.0,32,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,75.0,210.3,6118300.5
669,669,1,3,43387,0,43387,45000.0,0.0,0.0,35,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,60.0,34.15,2686765.0
670,670,1,2,23983,0,23983,28750.0,0.0,0.0,56,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,39.0,6.33,908203.625
671,671,1,4,29351,0,29351,25891.0,0.0,0.0,53,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,80.0,4.28,614044.6875
672,672,1,7,106976,20986,85990,52514.0,45545.0,20986.0,13,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,35.0,73.31,4358944.5
673,673,1,3,25475,0,25475,25475.0,0.0,0.0,96,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,86.0,50.43,1118772.75
674,674,1,3,40779,0,40779,38212.0,0.0,0.0,48,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,66.0,8.61,1234573.875
675,675,1,3,38328,0,38328,30810.0,4000.0,0.0,51,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,69.0,7.62,1093724.375
676,676,1,1,39350,0,39350,19271.0,19249.0,2663.0,37,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,75.0,1.86,267135.0938
677,677,1,6,193691,0,193691,150092.0,30575.0,3498.0,8,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,75.0,178.46,6649938.0
678,678,0,1,22405,0,22405,11000.0,7500.0,0.0,67,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,75.0,134.57,3498214.75
679,679,1,7,86283,0,86283,86283.0,0.0,0.0,45,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,54.0,69.15,3739029.75
680,680,1,6,57775,0,57775,71073.0,17043.0,11286.0,15,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,75.0,17.68,2536760.75
681,681,3,5,320739,93260,227479,179623.0,40114.0,0.0,15,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,76.0,261.09,9162048.0
682,682,1,3,67624,0,67624,67624.0,0.0,0.0,30,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,77.0,10.75,1541897.875
683,683,1,1,32590,0,32590,32590.0,0.0,0.0,3,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,75.0,43.13,1361794.25
684,684,1,4,73234,0,73234,65000.0,5000.0,0.0,38,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,72.0,12.61,1808401.375
685,685,1,5,145018,0,145018,54168.0,12660.0,5515.0,28,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,25.0,15.68,2249449.75
686,686,1,1,37500,0,37500,61419.0,0.0,0.0,31,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,36.0,13.16,1811506.375
687,687,1,2,39000,0,39000,39000.0,0.0,0.0,26,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,25.0,33.92,2615247.75
688,688,1,1,22180,0,22180,14000.0,8180.0,0.0,92,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,75.0,147.0,5089083.0
689,689,1,3,66885,0,66885,44900.0,5170.0,0.0,32,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,70.0,9.93,1423929.125
690,690,1,4,28560,0,28560,15418.0,5538.0,2213.0,9,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,75.0,25.93,738592.0
691,691,1,3,52166,0,52166,43490.0,0.0,0.0,36,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,28.0,9.99,1433573.25
692,692,1,1,25920,0,25920,19277.0,4051.0,2592.0,47,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,75.0,12.48,1219744.75
693,693,1,1,25480,0,25480,25480.0,0.0,0.0,63,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,75.0,5.17,741287.1875
694,694,1,2,31000,0,31000,31000.0,0.0,0.0,46,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,75.0,19.93,2301043.75
695,695,1,1,29740,0,29740,17804.0,12208.0,0.0,55,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,57.0,19.82,1467060.25
696,696,1,1,23236,0,23236,20736.0,1250.0,1250.0,62,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,75.0,13.02,433871.0
697,697,1,3,38075,0,38075,29035.0,6213.0,2825.0,7,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,75.0,19.04,1921801.25
698,698,1,7,139530,0,139530,111176.0,28354.0,0.0,47,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,77.0,46.75,3944933.5
699,699,1,2,39170,0,39170,35500.0,0.0,0.0,46,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,81.0,63.06,2130673.75
700,700,0,1,36070,0,36070,66597.0,0.0,0.0,39,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,75.0,10.05,1441665.375
701,701,1,5,34542,9028,25514,21169.0,9028.0,4345.0,14,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,75.0,40.51,1237655.25
702,702,1,2,20047,0,20047,20047.0,0.0,0.0,53,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,75.0,0.82,117438.3984
703,703,1,3,37080,0,37080,37080.0,0.0,0.0,48,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,62.0,8.1,1162007.625
704,704,0,3,22108,0,22108,21772.0,0.0,0.0,14,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,47.0,5.51,791035.5
705,705,1,1,20000,0,20000,20000.0,0.0,0.0,102,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,75.0,3.89,557863.6875
706,706,1,2,32400,0,32400,32700.0,0.0,0.0,61,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,91.0,1.73,248616.0
707,707,1,4,84147,0,84147,38682.0,31384.0,13881.0,8,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,85.0,11.28,1618535.75
708,708,1,1,25159,0,25159,25883.0,0.0,0.0,54,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,38.0,247.85,8905287.0
709,709,1,4,83175,0,83175,33547.0,31972.0,17656.0,9,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,89.0,37.2,2531163.0
710,710,1,1,27247,0,27247,14317.0,7701.0,3045.0,68,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,75.0,83.1,2332996.5
711,711,1,5,58735,0,58735,58735.0,0.0,0.0,88,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,96.0,93.83,2128963.5
712,712,2,3,29848,6555,23293,30629.0,0.0,0.0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,48.0,6.9,990361.5
713,713,1,3,34455,0,34455,31455.0,0.0,0.0,88,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,82.0,74.33,1639849.25
714,714,1,4,28038,0,28038,28038.0,6300.0,0.0,26,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,83.0,5.29,759405.6875
715,715,1,3,24939,0,24939,24939.0,0.0,0.0,92,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,81.0,4.15,595978.0
716,716,1,1,26680,0,26680,33987.0,0.0,0.0,61,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,92.0,1.7,243518.2031
717,717,1,1,31521,0,31521,31521.0,0.0,0.0,63,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,6.0,61.71,1788148.0
718,718,1,1,24000,0,24000,20400.0,3600.0,0.0,65,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,75.0,46.64,1257033.5
