,Unnamed: 0,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding,LargestPropertyUseTypeGFA,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseTypeGFA,building_age,prop_type_1,prop_type_2,prop_type_3,prop_type_4,prop_type_5,prop_type_6,prop_type_7,PrimaryPropertyType_0,PrimaryPropertyType_1,PrimaryPropertyType_2,PrimaryPropertyType_3,PrimaryPropertyType_4,Neighborhood_0,Neighborhood_1,Neighborhood_2,Neighborhood_3,LargestPropertyUseType_0,LargestPropertyUseType_1,LargestPropertyUseType_2,LargestPropertyUseType_3,LargestPropertyUseType_4,LargestPropertyUseType_5,SecondLargestPropertyUseType_0,SecondLargestPropertyUseType_1,SecondLargestPropertyUseType_2,SecondLargestPropertyUseType_3,SecondLargestPropertyUseType_4,SecondLargestPropertyUseType_5,ThirdLargestPropertyUseType_0,ThirdLargestPropertyUseType_1,ThirdLargestPropertyUseType_2,ThirdLargestPropertyUseType_3,ThirdLargestPropertyUseType_4,ThirdLargestPropertyUseType_5,electricity_binary,natural_gas_binary,steam_binary,ENERGYSTARScore,TotalGHGEmissions,SiteEnergyUse(kBtu)
1468,1468,1,12,97160,15303,81857,108000.0,12000.0,0.0,46,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,17.0,27.69,3971959.75
1469,1469,1,4,23875,0,23875,23875.0,0.0,0.0,87,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,51.0,52.79,1258978.375
1470,1470,1,4,28467,0,28467,21804.0,3032.0,0.0,17,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,75.0,3.38,485122.4063
1471,1471,1,3,48924,0,48924,31325.0,13143.0,0.0,27,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,71.0,59.24,2282551.25
1472,1472,1,6,22551,0,22551,21642.0,4200.0,909.0,15,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,75.0,11.51,914488.625
1473,1473,1,2,21643,0,21643,21643.0,0.0,0.0,27,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,75.0,37.54,943183.3125
1474,1474,1,4,26964,4304,22660,22664.0,0.0,0.0,22,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,89.0,10.17,585077.125
1475,1475,1,8,139301,0,139301,94506.0,1448.0,1066.0,18,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,75.0,30.78,3375091.5
1476,1476,1,4,50333,18036,32297,50333.0,0.0,0.0,57,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,88.0,11.17,1602084.375
1477,1477,1,4,57432,21906,35526,34160.0,19650.0,0.0,30,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,75.0,17.57,2520483.25
1478,1478,1,3,25912,7956,17956,17332.0,9162.0,0.0,47,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,75.0,4.65,666740.3125
1479,1479,1,3,57132,21908,35224,33705.0,21908.0,0.0,16,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,73.0,13.91,1994967.75
1480,1480,1,6,49510,0,49510,49510.0,0.0,0.0,48,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,21.0,44.19,2765612.25
1481,1481,1,3,23664,0,23664,22124.0,0.0,0.0,39,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,24.0,7.21,1034808.875
1482,1482,1,3,42169,800,41369,36628.0,0.0,0.0,10,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,55.0,7.83,1123073.25
1483,1483,1,4,56334,0,56334,56934.0,0.0,0.0,10,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,76.0,44.97,1934971.0
1484,1484,1,3,144682,0,144682,120513.0,24169.0,0.0,8,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,96.0,25.11,5121586.0
1485,1485,1,2,24224,0,24224,24224.0,0.0,0.0,59,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,52.0,26.73,968026.3125
1486,1486,1,1,23706,0,23706,23706.0,0.0,0.0,53,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,78.0,13.12,400770.9063
1487,1487,1,5,27288,0,27288,27288.0,0.0,0.0,53,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,53.0,54.67,1406687.5
1488,1488,1,1,31900,0,31900,28000.0,4000.0,0.0,53,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,75.0,13.7,1964681.25
1489,1489,1,1,49066,0,49066,49000.0,0.0,0.0,99,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,75.0,178.86,3835202.0
1490,1490,1,3,30740,0,30740,28293.0,11630.0,0.0,64,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,75.0,61.3,1686262.25
1491,1491,1,4,21540,0,21540,21540.0,0.0,0.0,54,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,72.0,5.46,783104.125
1492,1492,1,1,67450,0,67450,42760.0,0.0,0.0,57,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,97.0,55.86,2842819.5
1493,1493,1,6,67796,11761,56035,39469.0,23160.0,0.0,10,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,4.0,80.06,3996541.5
1494,1494,1,4,120693,8543,112150,120693.0,14857.0,0.0,29,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,84.0,88.1,3608955.75
1495,1495,1,1,46970,0,46970,46970.0,0.0,0.0,68,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,75.0,6.16,882896.5
1496,1496,1,1,47554,0,47554,18133.0,8679.0,2388.0,85,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,75.0,16.04,1035554.688
1497,1497,1,2,43016,5400,37616,43016.0,0.0,0.0,37,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,100.0,60.57,1234095.5
1498,1498,1,1,24196,0,24196,8711.0,6792.0,5306.0,85,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,75.0,22.29,1055033.0
1499,1499,1,2,20671,0,20671,20671.0,0.0,0.0,76,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,98.0,24.76,638507.125
1500,1500,1,2,24150,0,24150,20125.0,0.0,0.0,31,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,46.0,4.98,713893.1875
1501,1501,1,1,21600,0,21600,21600.0,0.0,0.0,89,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,57.0,14.36,499828.5938
1502,1502,1,5,30418,0,30418,21474.0,0.0,0.0,17,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,75.0,3.07,440242.8125
1503,1503,1,4,21754,0,21754,19189.0,2565.0,0.0,16,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,75.0,39.57,1131615.125
1504,1504,1,3,29378,0,29378,24589.0,0.0,0.0,19,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,33.0,18.95,899266.125
1505,1505,1,1,35844,0,35844,35844.0,0.0,0.0,39,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,14.0,6.04,866126.375
1506,1506,1,3,31774,0,31774,19896.0,13941.0,0.0,100,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,85.0,18.87,1639136.25
1507,1507,1,4,106218,0,106218,67842.0,0.0,0.0,10,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,79.0,79.53,2917787.5
1508,1508,1,5,217146,0,217146,154063.0,57639.0,5444.0,19,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,31.0,151.95,7564643.0
1509,1509,1,2,33852,0,33852,33852.0,512.0,0.0,37,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,75.0,6.43,921786.375
1510,1510,1,3,20599,0,20599,17514.0,3085.0,0.0,40,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,75.0,3.52,505601.0
1511,1511,1,11,66150,11290,54860,66150.0,0.0,0.0,51,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,21.0,17.41,2496807.5
1512,1512,1,3,29896,0,29896,25507.0,0.0,0.0,90,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,24.0,5.7,817695.6875
1513,1513,1,3,49291,0,49291,49291.0,0.0,0.0,32,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,81.0,7.85,1125886.625
1514,1514,1,10,97978,0,97978,97978.0,0.0,0.0,44,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,85.0,18.34,2630929.5
1515,1515,1,4,21608,0,21608,21608.0,0.0,0.0,52,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,79.0,3.53,505949.0938
1516,1516,1,3,33733,0,33733,24435.0,9298.0,0.0,25,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,90.0,25.13,905926.875
1517,1517,1,1,26094,0,26094,26094.0,0.0,0.0,63,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,19.0,4.95,709990.8125
1518,1518,1,2,23687,0,23687,23687.0,0.0,0.0,33,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,68.0,7.56,1084553.75
1519,1519,1,2,24221,0,24221,24221.0,0.0,0.0,33,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,20.0,10.01,1435562.75
1520,1520,1,2,71919,14083,57836,34550.0,23085.0,11465.0,116,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,37.0,37.51,5381105.0
1521,1521,1,2,32027,0,32027,17526.0,14501.0,0.0,116,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,54.0,128.41,3999505.25
1522,1522,1,3,32160,0,32160,35693.0,14219.0,0.0,110,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,75.0,19.56,2805826.0
1523,1523,1,3,47836,7572,40264,43336.0,4500.0,0.0,24,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,75.0,109.59,3540225.75
1524,1524,1,3,34425,0,34425,34425.0,15536.0,0.0,102,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,84.0,50.07,2018385.75
1525,1525,1,7,142586,0,142586,94700.0,32565.0,4881.0,7,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,75.0,178.97,4354499.0
1526,1526,1,6,29358,0,29358,29358.0,0.0,0.0,23,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,75.0,19.7,803938.0
1527,1527,1,6,92841,0,92841,46893.0,1076.0,900.0,17,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,75.0,14.84,1712279.875
1528,1528,1,3,40304,12000,28304,20106.0,16412.0,0.0,32,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,5.0,13.67,1961581.5
1529,1529,1,5,82082,0,82082,62472.0,13326.0,0.0,35,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,11.0,25.09,2594119.0
1530,1530,1,4,33852,0,33852,33852.0,0.0,0.0,21,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,88.0,40.96,1203400.5
1531,1531,1,13,154889,0,154889,93207.0,61682.0,0.0,31,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,73.0,91.53,4268054.0
1532,1532,1,7,193946,0,193946,163183.0,36869.0,21811.0,12,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1,1,1,0,80.0,218.99,8819864.0
1533,1533,1,1,29619,0,29619,15000.0,14619.0,0.0,26,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,50.0,42.45,1280263.75
1534,1534,1,3,34846,0,34846,34846.0,0.0,0.0,48,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,67.0,7.21,1034827.313
1535,1535,1,2,21592,0,21592,20700.0,0.0,0.0,94,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,47.0,54.24,1431784.0
1536,1536,0,6,62538,0,62538,62780.0,0.0,0.0,36,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,82.0,13.05,1872413.0
1537,1537,1,2,23923,0,23923,23923.0,0.0,0.0,85,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,69.0,19.51,805643.5
1538,1538,1,3,25200,0,25200,16000.0,8000.0,0.0,109,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,47.0,37.08,1748444.25
1539,1539,1,2,28296,0,28296,26899.0,0.0,0.0,53,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,80.0,9.26,1328461.25
1540,1540,1,5,124260,81900,42360,81900.0,31924.0,4049.0,34,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,75.0,10.65,1527695.5
1541,1541,1,6,71597,0,71597,40043.0,4480.0,0.0,18,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,75.0,10.95,1570758.25
1542,1542,1,3,31357,0,31357,25500.0,5000.0,0.0,17,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,55.0,22.48,1965075.625
1543,1543,1,1,160000,0,160000,160000.0,0.0,0.0,48,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,94.0,8.07,1157976.5
1544,1544,1,1,53550,0,53550,53550.0,0.0,0.0,56,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,11.0,174.62,4590246.5
1545,1545,1,1,38412,0,38412,32000.0,8000.0,0.0,92,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,62.0,67.05,1628540.0
1546,1546,1,1,25881,0,25881,25881.0,0.0,0.0,86,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,75.0,3.8,545426.375
1547,1547,1,5,91560,0,91560,91560.0,0.0,0.0,37,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,76.0,17.48,2506927.5
1548,1548,1,5,23286,0,23286,22282.0,10904.0,2236.0,15,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,75.0,6.56,941688.875
1549,1549,1,4,37456,0,37456,37456.0,0.0,0.0,27,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,72.0,6.87,985966.625
1550,1550,1,8,50784,0,50784,50784.0,0.0,0.0,53,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,63.0,27.7,1802805.125
1551,1551,1,10,38220,0,38220,38220.0,0.0,0.0,56,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,40.0,149.53,3356932.25
1552,1552,1,4,35251,0,35251,35254.0,0.0,0.0,35,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,46.0,5.57,798322.375
1553,1553,1,1,24291,0,24291,24023.0,0.0,0.0,63,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,98.0,19.61,655422.375
1554,1554,1,1,36544,0,36544,36544.0,0.0,0.0,50,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,5.0,8.85,1269847.75
1555,1555,1,4,35456,0,35456,35456.0,0.0,0.0,17,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,86.0,22.93,953432.1875
1556,1556,1,1,20796,0,20796,20796.0,0.0,0.0,67,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,75.0,51.1,1324092.125
1557,1557,1,1,21349,0,21349,13000.0,8349.0,0.0,69,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,70.0,17.04,659761.875
1558,1558,1,1,38630,0,38630,38500.0,0.0,0.0,80,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,33.0,2.91,416885.5938
1559,1559,1,1,20724,0,20724,19224.0,1500.0,0.0,66,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,75.0,83.3,1832031.5
1560,1560,1,1,24109,0,24109,24109.0,0.0,0.0,56,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,75.0,33.1,4747403.5
1561,1561,1,1,25375,0,25375,23419.0,2266.0,0.0,61,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,75.0,28.37,4069301.5
1562,1562,1,1,22803,0,22803,19373.0,3430.0,0.0,31,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,78.0,21.5,764094.5
1563,1563,1,1,23100,0,23100,11550.0,11550.0,0.0,31,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,75.0,157.07,4323672.0
1564,1564,1,1,41550,0,41550,41550.0,0.0,0.0,65,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,94.0,4.48,642645.1875
1565,1565,1,2,54170,0,54170,54170.0,0.0,0.0,22,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,75.0,178.35,5804784.5
1566,1566,1,2,42252,0,42252,42252.0,0.0,0.0,104,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,49.0,102.35,2203758.5
1567,1567,1,1,23100,0,23100,23250.0,0.0,0.0,61,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,75.0,13.87,863703.0
1568,1568,1,3,22895,0,22895,22895.0,0.0,0.0,35,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,96.0,12.92,440419.1875
1569,1569,1,3,22170,0,22170,15000.0,7200.0,0.0,95,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,75.0,7.31,706879.5
1570,1570,1,4,21640,0,21640,21640.0,0.0,0.0,54,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,89.0,4.13,592221.0
1571,1571,1,4,88043,0,88043,66286.0,21744.0,0.0,6,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,82.0,59.7,2468322.5
1572,1572,1,4,35577,0,35577,28567.0,7010.0,0.0,33,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,55.0,7.15,1026041.125
1573,1573,1,4,41474,14084,27390,19386.0,3900.0,0.0,7,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,75.0,5.74,823032.375
1574,1574,1,3,22045,1869,20176,22000.0,1279.0,0.0,46,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,59.0,4.29,615327.8125
1575,1575,1,4,37091,0,37091,37091.0,0.0,0.0,26,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,87.0,5.53,793060.875
1576,1576,0,3,30110,0,30110,26012.0,4098.0,0.0,26,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,96.0,3.64,522791.0938
1577,1577,1,6,48179,7132,41047,48179.0,0.0,0.0,10,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,75.0,12.22,797170.3125
